sex,age,emotion,strength,FID,PID
F,58,Happiness,1,80,9
M,37,Fear,1,80,10
M,43,Anger,2,80,11
F,64,Surprise,1,80,12
F,44,Happiness,1,80,13
M,33,Surprise,2,80,14
M,30,Fear,1,80,15
F,51,Surprise,3,80,16
F,36,Surprise,1,80,17
F,23,Happiness,1,80,18
M,30,Surprise,3,80,19
F,60,Happiness,1,80,20
F,37,Anger,1,80,21
M,47,Fear,2,80,22
F,20,Sadness,1,80,23
F,45,Fear,2,80,24
F,41,Sadness,2,80,25
M,26,Fear,1,80,26
M,35,Surprise,2,80,27
F,49,Happiness,2,80,28
M,36,Happiness,1,80,29
M,18,Surprise,1,80,30
F,42,Sadness,2,80,31
M,22,Fear,3,80,32
F,30,Surprise,1,80,33
F,60,Happiness,1,80,34
M,20,Happiness,1,80,35
M,30,Happiness,1,80,36
F,31,Fear,2,80,37
M,37,Happiness,1,80,38
M,31,Happiness,1,80,39
F,34,Fear,1,80,40
F,37,Happiness,1,80,41
M,25,Fear,1,80,42
M,25,Happiness,5,80,43
F,33,Happiness,1,80,44
M,29,Happiness,3,80,45
F,51,Surprise,1,80,46
F,61,Happiness,1,80,47
F,38,Happiness,2,80,48
F,41,Happiness,1,80,49
F,30,Fear,1,80,50
F,NA,Happiness,1,80,51
F,60,Happiness,1,80,52
M,44,Surprise,1,80,53
F,40,Surprise,1,80,54
F,52,Surprise,1,80,55
F,66,Happiness,2,80,56
F,20,Surprise,3,80,57
F,32,Happiness,2,80,58
M,31,Surprise,1,80,59
F,23,Happiness,1,80,60
M,29,Surprise,3,81,1
M,48,Happiness,3,81,2
F,58,Happiness,2,81,3
F,53,Disgust,2,81,4
F,30,Anger,1,81,5
F,31,Happiness,1,81,6
F,44,Happiness,2,81,7
F,28,Anger,3,81,8
F,58,Happiness,2,81,9
M,37,Happiness,1,81,10
M,43,Anger,2,81,11
F,64,Happiness,2,81,12
F,44,Happiness,5,81,13
M,33,Disgust,3,81,14
M,30,Happiness,2,81,15
F,51,Anger,1,81,16
F,36,Happiness,1,81,17
F,23,Happiness,1,81,18
M,30,Fear,1,81,19
F,60,Happiness,2,81,20
F,37,Anger,1,81,21
M,47,Anger,2,81,22
F,20,Happiness,1,81,23
F,45,Happiness,1,81,24
F,41,Happiness,2,81,25
M,26,Anger,1,81,26
M,35,Happiness,1,81,27
F,49,Disgust,2,81,28
M,36,Anger,2,81,29
M,18,Happiness,1,81,30
F,42,Happiness,2,81,31
M,22,Happiness,3,81,32
F,30,Happiness,2,81,33
F,60,Happiness,3,81,34
M,20,Anger,2,81,35
M,30,Anger,1,81,36
F,31,Happiness,2,81,37
M,37,Disgust,1,81,38
M,31,Happiness,1,81,39
F,34,Happiness,3,81,40
F,37,Anger,1,81,41
M,25,Anger,2,81,42
M,25,Happiness,5,81,43
F,33,Happiness,1,81,44
M,29,Disgust,2,81,45
F,51,Anger,1,81,46
F,61,Happiness,1,81,47
F,38,Happiness,2,81,48
F,41,Anger,1,81,49
F,30,Happiness,1,81,50
F,NA,Anger,3,81,51
F,60,Happiness,2,81,52
M,44,Disgust,2,81,53
F,40,Happiness,4,81,54
F,52,Happiness,1,81,55
F,66,Happiness,3,81,56
F,20,Anger,1,81,57
F,32,Anger,1,81,58
M,31,Happiness,1,81,59
F,23,Happiness,3,81,60
M,29,Happiness,2,82,1
M,48,Happiness,1,82,2
F,58,Happiness,2,82,3
F,53,Happiness,4,82,4
F,30,Happiness,2,82,5
F,31,Happiness,2,82,6
F,44,Happiness,3,82,7
F,28,Happiness,4,82,8
F,58,Happiness,2,82,9
M,37,Happiness,3,82,10
M,43,Happiness,4,82,11
F,64,Happiness,3,82,12
F,44,Happiness,5,82,13
M,33,Happiness,3,82,14
M,30,Happiness,4,82,15
F,51,Happiness,2,82,16
F,36,Happiness,2,82,17
F,23,Happiness,3,82,18
M,30,Happiness,2,82,19
F,60,Happiness,3,82,20
F,37,Happiness,3,82,21
M,47,Happiness,3,82,22
F,20,Happiness,3,82,23
F,45,Happiness,2,82,24
F,41,Happiness,4,82,25
M,26,Happiness,2,82,26
M,35,Happiness,2,82,27
F,49,Happiness,2,82,28
M,36,Happiness,3,82,29
M,18,Happiness,2,82,30
F,42,Happiness,2,82,31
M,22,Happiness,4,82,32
F,30,Happiness,2,82,33
F,60,Happiness,5,82,34
M,20,Happiness,3,82,35
M,30,Happiness,3,82,36
F,31,Happiness,4,82,37
M,37,Happiness,1,82,38
M,31,Happiness,2,82,39
F,34,Happiness,5,82,40
F,37,Happiness,2,82,41
M,25,Happiness,3,82,42
M,25,Happiness,4,82,43
F,33,Happiness,2,82,44
M,29,Happiness,4,82,45
F,51,Happiness,2,82,46
F,61,Happiness,2,82,47
F,38,Happiness,3,82,48
F,41,Happiness,3,82,49
F,30,Happiness,4,82,50
F,NA,Happiness,3,82,51
F,60,Happiness,2,82,52
M,44,Happiness,2,82,53
F,40,Happiness,5,82,54
F,52,Happiness,2,82,55
F,66,Happiness,5,82,56
F,20,Happiness,5,82,57
F,32,Happiness,4,82,58
M,31,Happiness,2,82,59
F,23,Happiness,4,82,60
M,29,Happiness,4,83,1
M,48,Happiness,2,83,2
F,58,Happiness,1,83,3
F,53,Happiness,4,83,4
F,30,Happiness,2,83,5
F,31,Happiness,2,83,6
F,44,Happiness,3,83,7
F,28,Happiness,4,83,8
F,58,Happiness,3,83,9
M,37,Happiness,3,83,10
M,43,Happiness,2,83,11
F,64,Happiness,3,83,12
F,44,Happiness,5,83,13
M,33,Happiness,3,83,14
M,30,Happiness,3,83,15
F,51,Happiness,2,83,16
F,36,Happiness,2,83,17
F,23,Happiness,5,83,18
M,30,Happiness,2,83,19
F,60,Happiness,3,83,20
F,37,Happiness,2,83,21
M,47,Happiness,3,83,22
F,20,Happiness,3,83,23
F,45,Happiness,2,83,24
F,41,Happiness,3,83,25
M,26,Happiness,2,83,26
M,35,Happiness,2,83,27
F,49,Happiness,3,83,28
M,36,Happiness,3,83,29
M,18,Happiness,2,83,30
F,42,Happiness,2,83,31
M,22,Happiness,2,83,32
F,30,Happiness,3,83,33
F,60,Happiness,4,83,34
M,20,Happiness,4,83,35
M,30,Happiness,2,83,36
F,31,Happiness,3,83,37
M,37,Happiness,1,83,38
M,31,Happiness,2,83,39
F,34,Happiness,5,83,40
F,37,Happiness,2,83,41
M,25,Happiness,1,83,42
M,25,Happiness,4,83,43
F,33,Happiness,2,83,44
M,29,Surprise,2,83,45
F,51,Happiness,2,83,46
F,61,Happiness,1,83,47
F,38,Happiness,3,83,48
F,41,Happiness,3,83,49
F,30,Happiness,2,83,50
F,NA,Happiness,2,83,51
F,60,Happiness,2,83,52
M,44,Happiness,2,83,53
F,40,Happiness,5,83,54
F,52,Happiness,2,83,55
F,66,Happiness,4,83,56
F,20,Happiness,3,83,57
F,32,Happiness,4,83,58
M,31,Happiness,2,83,59
F,23,Happiness,4,83,60
M,29,Happiness,2,84,1
M,48,Happiness,2,84,2
F,58,Happiness,2,84,3
F,53,Happiness,4,84,4
F,30,Happiness,2,84,5
F,31,Happiness,3,84,6
F,44,Happiness,3,84,7
F,28,Happiness,5,84,8
F,58,Happiness,3,84,9
M,37,Happiness,3,84,10
M,43,Happiness,3,84,11
F,64,Happiness,2,84,12
F,44,Happiness,5,84,13
M,33,Happiness,4,84,14
M,30,Happiness,3,84,15
F,51,Happiness,2,84,16
F,36,Happiness,2,84,17
F,23,Happiness,4,84,18
M,30,Happiness,3,84,19
F,60,Happiness,2,84,20
F,37,Happiness,3,84,21
M,47,Happiness,2,84,22
F,20,Happiness,3,84,23
F,45,Happiness,3,84,24
F,41,Happiness,4,84,25
M,26,Happiness,3,84,26
M,35,Happiness,2,84,27
F,49,Happiness,3,84,28
M,36,Happiness,3,84,29
M,18,Happiness,1,84,30
F,42,Happiness,1,84,31
M,22,Happiness,3,84,32
F,30,Happiness,2,84,33
F,60,Happiness,4,84,34
M,20,Happiness,4,84,35
M,30,Happiness,3,84,36
F,31,Happiness,5,84,37
M,37,Happiness,2,84,38
M,31,Happiness,2,84,39
F,34,Happiness,5,84,40
F,37,Happiness,2,84,41
M,25,Happiness,2,84,42
M,25,Happiness,5,84,43
F,33,Happiness,2,84,44
M,29,Happiness,4,84,45
F,51,Happiness,1,84,46
F,61,Happiness,1,84,47
F,38,Happiness,2,84,48
F,41,Happiness,2,84,49
F,30,Happiness,3,84,50
F,NA,Happiness,3,84,51
F,60,Happiness,2,84,52
M,44,Happiness,2,84,53
F,40,Happiness,4,84,54
F,52,Happiness,2,84,55
F,66,Happiness,5,84,56
F,20,Happiness,4,84,57
F,32,Happiness,4,84,58
M,31,Happiness,3,84,59
F,23,Happiness,4,84,60
M,29,Surprise,4,85,1
M,48,Surprise,2,85,2
F,58,Fear,1,85,3
F,53,Disgust,2,85,4
F,30,Happiness,1,85,5
F,31,Sadness,4,85,6
F,44,Surprise,3,85,7
F,28,Fear,4,85,8
F,58,Surprise,2,85,9
M,37,Happiness,1,85,10
M,43,Surprise,2,85,11
F,64,Surprise,2,85,12
F,44,Happiness,5,85,13
M,33,Surprise,4,85,14
M,30,Surprise,3,85,15
F,51,Surprise,2,85,16
F,36,Surprise,1,85,17
F,23,Happiness,1,85,18
M,30,Surprise,3,85,19
F,60,Surprise,3,85,20
F,37,Surprise,2,85,21
M,47,Fear,1,85,22
F,20,Surprise,4,85,23
F,45,Surprise,2,85,24
F,41,Sadness,3,85,25
M,26,Surprise,3,85,26
M,35,Surprise,1,85,27
F,49,Disgust,2,85,28
M,36,Surprise,1,85,29
M,18,Anger,1,85,30
F,42,Sadness,3,85,31
M,22,Anger,2,85,32
F,30,Surprise,2,85,33
F,60,Anger,1,85,34
M,20,Sadness,2,85,35
M,30,Anger,2,85,36
F,31,Disgust,2,85,37
M,37,Sadness,1,85,38
M,31,Disgust,1,85,39
F,34,Happiness,2,85,40
F,37,Surprise,2,85,41
M,25,Surprise,3,85,42
M,25,Happiness,3,85,43
F,33,Anger,1,85,44
M,29,Surprise,4,85,45
F,51,Surprise,2,85,46
F,61,Sadness,3,85,47
F,38,Disgust,1,85,48
F,41,Fear,1,85,49
F,30,Fear,1,85,50
F,NA,Happiness,1,85,51
F,60,Happiness,1,85,52
M,44,Sadness,3,85,53
F,40,Happiness,1,85,54
F,52,Surprise,2,85,55
F,66,Anger,4,85,56
F,20,Surprise,5,85,57
F,32,Surprise,2,85,58
M,31,Fear,1,85,59
F,23,Happiness,1,85,60
M,29,Happiness,2,86,1
M,48,Happiness,2,86,2
F,58,Happiness,1,86,3
F,53,Happiness,3,86,4
F,30,Happiness,1,86,5
F,31,Happiness,3,86,6
F,44,Happiness,2,86,7
F,28,Happiness,4,86,8
F,58,Happiness,2,86,9
M,37,Happiness,2,86,10
M,43,Happiness,1,86,11
F,64,Happiness,3,86,12
F,44,Happiness,2,86,13
M,33,Happiness,3,86,14
M,30,Happiness,2,86,15
F,51,Happiness,2,86,16
F,36,Happiness,2,86,17
F,23,Happiness,3,86,18
M,30,Happiness,3,86,19
F,60,Surprise,2,86,20
F,37,Happiness,3,86,21
M,47,Happiness,3,86,22
F,20,Happiness,5,86,23
F,45,Happiness,2,86,24
F,41,Happiness,4,86,25
M,26,Happiness,2,86,26
M,35,Happiness,2,86,27
F,49,Happiness,1,86,28
M,36,Happiness,2,86,29
M,18,Happiness,2,86,30
F,42,Happiness,2,86,31
M,22,Happiness,3,86,32
F,30,Happiness,3,86,33
F,60,Happiness,4,86,34
M,20,Happiness,3,86,35
M,30,Happiness,3,86,36
F,31,Happiness,4,86,37
M,37,Happiness,3,86,38
M,31,Happiness,2,86,39
F,34,Happiness,4,86,40
F,37,Happiness,2,86,41
M,25,Happiness,2,86,42
M,25,Happiness,4,86,43
F,33,Happiness,2,86,44
M,29,Surprise,3,86,45
F,51,Happiness,1,86,46
F,61,Happiness,2,86,47
F,38,Happiness,3,86,48
F,41,Happiness,1,86,49
F,30,Happiness,3,86,50
F,NA,Happiness,3,86,51
F,60,Happiness,2,86,52
M,44,Happiness,2,86,53
F,40,Happiness,2,86,54
F,52,Happiness,2,86,55
F,66,Happiness,3,86,56
F,20,Happiness,4,86,57
F,32,Happiness,2,86,58
M,31,Happiness,2,86,59
F,23,Happiness,4,86,60
M,29,Surprise,4,87,1
M,48,Happiness,2,87,2
F,58,Happiness,3,87,3
F,53,Happiness,3,87,4
F,30,Happiness,2,87,5
F,31,Surprise,2,87,6
F,44,Happiness,3,87,7
F,28,Happiness,4,87,8
F,58,Surprise,2,87,9
M,37,Disgust,1,87,10
M,43,Anger,1,87,11
F,64,Happiness,3,87,12
F,44,Happiness,4,87,13
M,33,Happiness,3,87,14
M,30,Happiness,2,87,15
F,51,Happiness,1,87,16
F,36,Happiness,2,87,17
F,23,Happiness,3,87,18
M,30,Fear,1,87,19
F,60,Disgust,2,87,20
F,37,Happiness,2,87,21
M,47,Happiness,2,87,22
F,20,Happiness,2,87,23
F,45,Happiness,2,87,24
F,41,Happiness,2,87,25
M,26,Surprise,2,87,26
M,35,Happiness,1,87,27
F,49,Happiness,2,87,28
M,36,Anger,2,87,29
M,18,Happiness,1,87,30
F,42,Surprise,2,87,31
M,22,Happiness,2,87,32
F,30,Happiness,2,87,33
F,60,Happiness,4,87,34
M,20,Sadness,1,87,35
M,30,Happiness,2,87,36
F,31,Happiness,3,87,37
M,37,Disgust,2,87,38
M,31,Happiness,1,87,39
F,34,Happiness,3,87,40
F,37,Happiness,1,87,41
M,25,Anger,2,87,42
M,25,Happiness,4,87,43
F,33,Happiness,3,87,44
M,29,Surprise,4,87,45
F,51,Happiness,1,87,46
F,61,Disgust,4,87,47
F,38,Happiness,2,87,48
F,41,Happiness,2,87,49
F,30,Disgust,2,87,50
F,NA,Surprise,1,87,51
F,60,Happiness,3,87,52
M,44,Happiness,1,87,53
F,40,Happiness,4,87,54
F,52,Happiness,1,87,55
F,66,Happiness,2,87,56
F,20,Happiness,3,87,57
F,32,Happiness,2,87,58
M,31,Happiness,1,87,59
F,23,Happiness,3,87,60
M,29,Surprise,2,88,1
M,48,Happiness,2,88,2
F,58,Happiness,3,88,3
F,53,Happiness,2,88,4
F,30,Happiness,2,88,5
F,31,Disgust,4,88,6
F,44,Happiness,2,88,7
F,28,Surprise,4,88,8
F,58,Happiness,2,88,9
M,37,Disgust,1,88,10
M,43,Happiness,2,88,11
F,64,Happiness,2,88,12
F,44,Sadness,3,88,13
M,33,Disgust,4,88,14
M,30,Happiness,2,88,15
F,51,Happiness,2,88,16
F,36,Happiness,1,88,17
F,23,Happiness,3,88,18
M,30,Happiness,2,88,19
F,60,Surprise,2,88,20
F,37,Happiness,2,88,21
M,47,Happiness,3,88,22
F,20,Happiness,3,88,23
F,45,Happiness,1,88,24
F,41,Happiness,3,88,25
M,26,Disgust,1,88,26
M,35,Disgust,1,88,27
F,49,Happiness,2,88,28
M,36,Happiness,1,88,29
M,18,Happiness,2,88,30
F,42,Happiness,3,88,31
M,22,Happiness,2,88,32
F,30,Happiness,3,88,33
F,60,Happiness,4,88,34
M,20,Happiness,3,88,35
M,30,Happiness,2,88,36
F,31,Happiness,3,88,37
M,37,Happiness,1,88,38
M,31,Happiness,2,88,39
F,34,Happiness,3,88,40
F,37,Happiness,1,88,41
M,25,Happiness,2,88,42
M,25,Happiness,4,88,43
F,33,Happiness,3,88,44
M,29,Happiness,3,88,45
F,51,Happiness,2,88,46
F,61,Happiness,3,88,47
F,38,Happiness,2,88,48
F,41,Happiness,3,88,49
F,30,Surprise,1,88,50
F,NA,Happiness,3,88,51
F,60,Happiness,2,88,52
M,44,Disgust,1,88,53
F,40,Happiness,3,88,54
F,52,Surprise,2,88,55
F,66,Surprise,3,88,56
F,20,Happiness,5,88,57
F,32,Happiness,2,88,58
M,31,Happiness,1,88,59
F,23,Happiness,4,88,60
M,29,Happiness,3,89,1
M,48,Happiness,3,89,2
F,58,Happiness,3,89,3
F,53,Happiness,3,89,4
F,30,Happiness,3,89,5
F,31,Happiness,2,89,6
F,44,Happiness,4,89,7
F,28,Happiness,3,89,8
F,58,Happiness,3,89,9
M,37,Happiness,2,89,10
M,43,Happiness,3,89,11
F,64,Happiness,4,89,12
F,44,Happiness,1,89,13
M,33,Happiness,3,89,14
M,30,Happiness,3,89,15
F,51,Happiness,2,89,16
F,36,Happiness,2,89,17
F,23,Happiness,4,89,18
M,30,Happiness,2,89,19
F,60,Happiness,3,89,20
F,37,Happiness,3,89,21
M,47,Happiness,3,89,22
F,20,Happiness,3,89,23
F,45,Happiness,2,89,24
F,41,Happiness,4,89,25
M,26,Happiness,2,89,26
M,35,Happiness,3,89,27
F,49,Happiness,3,89,28
M,36,Happiness,3,89,29
M,18,Happiness,2,89,30
F,42,Happiness,1,89,31
M,22,Happiness,4,89,32
F,30,Happiness,2,89,33
F,60,Happiness,5,89,34
M,20,Happiness,4,89,35
M,30,Happiness,3,89,36
F,31,Happiness,4,89,37
M,37,Happiness,2,89,38
M,31,Happiness,2,89,39
F,34,Happiness,3,89,40
F,37,Happiness,2,89,41
M,25,Happiness,2,89,42
M,25,Happiness,4,89,43
F,33,Happiness,2,89,44
M,29,Happiness,4,89,45
F,51,Happiness,2,89,46
F,61,Happiness,2,89,47
F,38,Happiness,2,89,48
F,41,Happiness,2,89,49
F,30,Happiness,2,89,50
F,NA,Happiness,2,89,51
F,60,Happiness,2,89,52
M,44,Happiness,1,89,53
F,40,Happiness,4,89,54
F,52,Happiness,3,89,55
F,66,Happiness,5,89,56
F,20,Happiness,3,89,57
F,32,Happiness,2,89,58
M,31,Happiness,2,89,59
F,23,Happiness,5,89,60
M,29,Surprise,2,90,1
M,48,Happiness,2,90,2
F,58,Happiness,3,90,3
F,53,Happiness,4,90,4
F,30,Happiness,3,90,5
F,31,Happiness,3,90,6
F,44,Happiness,2,90,7
F,28,Happiness,3,90,8
F,58,Happiness,2,90,9
M,37,Happiness,3,90,10
M,43,Happiness,3,90,11
F,64,Happiness,2,90,12
F,44,Happiness,1,90,13
M,33,Happiness,2,90,14
M,30,Happiness,2,90,15
F,51,Surprise,1,90,16
F,36,Happiness,2,90,17
F,23,Happiness,3,90,18
M,30,Happiness,1,90,19
F,60,Surprise,2,90,20
F,37,Happiness,3,90,21
M,47,Happiness,4,90,22
F,20,Happiness,5,90,23
F,45,Happiness,2,90,24
F,41,Happiness,4,90,25
M,26,Surprise,2,90,26
M,35,Happiness,2,90,27
F,49,Happiness,1,90,28
M,36,Happiness,2,90,29
M,18,Happiness,1,90,30
F,42,Happiness,2,90,31
M,22,Happiness,3,90,32
F,30,Happiness,2,90,33
F,60,Happiness,4,90,34
M,20,Happiness,5,90,35
M,30,Happiness,3,90,36
F,31,Happiness,3,90,37
M,37,Happiness,2,90,38
M,31,Happiness,2,90,39
F,34,Happiness,4,90,40
F,37,Happiness,2,90,41
M,25,Happiness,3,90,42
M,25,Happiness,4,90,43
F,33,Happiness,2,90,44
M,29,Happiness,4,90,45
F,51,Happiness,1,90,46
F,61,Happiness,1,90,47
F,38,Happiness,2,90,48
F,41,Happiness,2,90,49
F,30,Happiness,1,90,50
F,NA,Happiness,3,90,51
F,60,Happiness,2,90,52
M,44,Happiness,2,90,53
F,40,Happiness,4,90,54
F,52,Happiness,2,90,55
F,66,Surprise,1,90,56
F,20,Happiness,2,90,57
F,32,Happiness,2,90,58
M,31,Happiness,1,90,59
F,23,Happiness,4,90,60
M,29,Happiness,4,91,1
M,48,Happiness,3,91,2
F,58,Surprise,5,91,3
F,53,Happiness,4,91,4
F,30,Happiness,2,91,5
F,31,Happiness,4,91,6
F,44,Happiness,4,91,7
F,28,Surprise,4,91,8
F,58,Happiness,4,91,9
M,37,Happiness,4,91,10
M,43,Happiness,3,91,11
F,64,Happiness,4,91,12
F,44,Happiness,1,91,13
M,33,Happiness,4,91,14
M,30,Fear,3,91,15
F,51,Happiness,3,91,16
F,36,Happiness,4,91,17
F,23,Happiness,4,91,18
M,30,Happiness,2,91,19
F,60,Surprise,5,91,20
F,37,Happiness,3,91,21
M,47,Happiness,4,91,22
F,20,Happiness,5,91,23
F,45,Surprise,2,91,24
F,41,Happiness,2,91,25
M,26,Disgust,2,91,26
M,35,Happiness,3,91,27
F,49,Happiness,4,91,28
M,36,Happiness,3,91,29
M,18,Happiness,2,91,30
F,42,Surprise,4,91,31
M,22,Happiness,4,91,32
F,30,Happiness,4,91,33
F,60,Happiness,5,91,34
M,20,Happiness,4,91,35
M,30,Happiness,3,91,36
F,31,Surprise,3,91,37
M,37,Happiness,3,91,38
M,31,Happiness,2,91,39
F,34,Happiness,3,91,40
F,37,Happiness,3,91,41
M,25,Happiness,1,91,42
M,25,Happiness,5,91,43
F,33,Happiness,3,91,44
M,29,Surprise,3,91,45
F,51,Happiness,3,91,46
F,61,Happiness,3,91,47
F,38,Happiness,4,91,48
F,41,Happiness,3,91,49
F,30,Fear,1,91,50
F,NA,Happiness,4,91,51
F,60,Happiness,4,91,52
M,44,Happiness,3,91,53
F,40,Happiness,5,91,54
F,52,Surprise,3,91,55
F,66,Surprise,5,91,56
F,20,Happiness,5,91,57
F,32,Happiness,3,91,58
M,31,Happiness,3,91,59
F,23,Happiness,5,91,60
M,29,Happiness,4,92,1
M,48,Surprise,2,92,2
F,58,Surprise,5,92,3
F,53,Happiness,3,92,4
F,30,Happiness,3,92,5
F,31,Fear,3,92,6
F,44,Surprise,2,92,7
F,28,Surprise,4,92,8
F,58,Happiness,4,92,9
M,37,Happiness,3,92,10
M,43,Fear,2,92,11
F,64,Disgust,3,92,12
F,44,Surprise,3,92,13
M,33,Disgust,3,92,14
M,30,Fear,2,92,15
F,51,Happiness,3,92,16
F,36,Happiness,4,92,17
F,23,Happiness,4,92,18
M,30,Happiness,3,92,19
F,60,Happiness,5,92,20
F,37,Happiness,2,92,21
M,47,Fear,2,92,22
F,20,Happiness,5,92,23
F,45,Happiness,2,92,24
F,41,Happiness,2,92,25
M,26,Fear,3,92,26
M,35,Happiness,3,92,27
F,49,Surprise,4,92,28
M,36,Happiness,4,92,29
M,18,Happiness,2,92,30
F,42,Happiness,4,92,31
M,22,Happiness,4,92,32
F,30,Happiness,4,92,33
F,60,Happiness,5,92,34
M,20,Happiness,4,92,35
M,30,Happiness,2,92,36
F,31,Surprise,2,92,37
M,37,Happiness,2,92,38
M,31,Happiness,3,92,39
F,34,Happiness,4,92,40
F,37,Happiness,2,92,41
M,25,Happiness,1,92,42
M,25,Happiness,5,92,43
F,33,Happiness,4,92,44
M,29,Surprise,3,92,45
F,51,Happiness,3,92,46
F,61,Happiness,3,92,47
F,38,Happiness,4,92,48
F,41,Happiness,4,92,49
F,30,Fear,3,92,50
F,NA,Happiness,4,92,51
F,60,Happiness,4,92,52
M,44,Fear,2,92,53
F,40,Happiness,4,92,54
F,52,Surprise,3,92,55
F,66,Happiness,2,92,56
F,20,Happiness,3,92,57
F,32,Happiness,3,92,58
M,31,Happiness,4,92,59
F,23,Happiness,5,92,60
M,29,Happiness,3,93,1
M,48,Happiness,3,93,2
F,58,Happiness,3,93,3
F,53,Happiness,4,93,4
F,30,Happiness,2,93,5
F,31,Happiness,2,93,6
F,44,Happiness,3,93,7
F,28,Happiness,4,93,8
F,58,Happiness,3,93,9
M,37,Happiness,3,93,10
M,43,Happiness,3,93,11
F,64,Happiness,4,93,12
F,44,Happiness,1,93,13
M,33,Happiness,4,93,14
M,30,Happiness,3,93,15
F,51,Happiness,2,93,16
F,36,Happiness,2,93,17
F,23,Happiness,4,93,18
M,30,Happiness,2,93,19
F,60,Happiness,2,93,20
F,37,Happiness,2,93,21
M,47,Happiness,4,93,22
F,20,Happiness,5,93,23
F,45,Happiness,3,93,24
F,41,Happiness,5,93,25
M,26,Happiness,3,93,26
M,35,Happiness,2,93,27
F,49,Happiness,2,93,28
M,36,Happiness,4,93,29
M,18,Happiness,2,93,30
F,42,Happiness,4,93,31
M,22,Happiness,3,93,32
F,30,Happiness,2,93,33
F,60,Happiness,5,93,34
M,20,Happiness,3,93,35
M,30,Happiness,3,93,36
F,31,Happiness,4,93,37
M,37,Happiness,3,93,38
M,31,Happiness,3,93,39
F,34,Happiness,5,93,40
F,37,Happiness,2,93,41
M,25,Happiness,4,93,42
M,25,Happiness,4,93,43
F,33,Happiness,3,93,44
M,29,Surprise,3,93,45
F,51,Happiness,2,93,46
F,61,Happiness,2,93,47
F,38,Happiness,4,93,48
F,41,Happiness,3,93,49
F,30,Happiness,3,93,50
F,NA,Happiness,2,93,51
F,60,Happiness,3,93,52
M,44,Happiness,3,93,53
F,40,Happiness,5,93,54
F,52,Happiness,3,93,55
F,66,Happiness,5,93,56
F,20,Happiness,5,93,57
F,32,Happiness,3,93,58
M,31,Happiness,2,93,59
F,23,Happiness,5,93,60
M,29,Disgust,5,94,1
M,48,Anger,4,94,2
F,58,Anger,5,94,3
F,53,Anger,4,94,4
F,30,Anger,3,94,5
F,31,Sadness,5,94,6
F,44,Anger,2,94,7
F,28,Anger,5,94,8
F,58,Anger,3,94,9
M,37,Disgust,2,94,10
M,43,Anger,4,94,11
F,64,Anger,5,94,12
F,44,Disgust,5,94,13
M,33,Anger,4,94,14
M,30,Anger,3,94,15
F,51,Anger,3,94,16
F,36,Anger,4,94,17
F,23,Sadness,4,94,18
M,30,Sadness,3,94,19
F,60,Anger,3,94,20
F,37,Anger,3,94,21
M,47,Anger,3,94,22
F,20,Anger,3,94,23
F,45,Anger,3,94,24
F,41,Anger,4,94,25
M,26,Anger,3,94,26
M,35,Anger,3,94,27
F,49,Disgust,4,94,28
M,36,Anger,4,94,29
M,18,Anger,1,94,30
F,42,Anger,4,94,31
M,22,Sadness,5,94,32
F,30,Anger,4,94,33
F,60,Anger,5,94,34
M,20,Anger,4,94,35
M,30,Anger,3,94,36
F,31,Anger,5,94,37
M,37,Sadness,4,94,38
M,31,Disgust,2,94,39
F,34,Anger,5,94,40
F,37,Anger,3,94,41
M,25,Sadness,4,94,42
M,25,Sadness,5,94,43
F,33,Anger,2,94,44
M,29,Disgust,4,94,45
F,51,Anger,3,94,46
F,61,Sadness,5,94,47
F,38,Anger,2,94,48
F,41,Anger,2,94,49
F,30,Anger,4,94,50
F,NA,Anger,3,94,51
F,60,Anger,3,94,52
M,44,Anger,2,94,53
F,40,Anger,5,94,54
F,52,Disgust,3,94,55
F,66,Anger,5,94,56
F,20,Anger,3,94,57
F,32,Anger,3,94,58
M,31,Anger,4,94,59
F,23,Sadness,4,94,60
