memMemberNo,Gender,Age,StartDate,BMI,Freq
5074,M,34,6/03/2014,NA,3
5075,M,64,6/03/2014,NA,59
5076,M,48,6/03/2014,NA,2
5077,F,35,6/03/2014,NA,7
5078,F,21,6/03/2014,NA,2
5079,M,38,6/03/2014,NA,1
5080,F,50,6/03/2014,NA,7
5081,F,43,31/07/2014,NA,1
5082,F,30,6/03/2014,NA,12
5083,F,64,6/03/2014,NA,5
5084,M,47,11/05/2014,NA,6
5085,M,39,6/03/2014,NA,6
5086,F,27,8/03/2014,NA,17
5087,F,61,7/05/2014,NA,12
5088,F,65,9/04/2014,NA,5
5089,M,55,7/03/2014,NA,1
5090,F,34,7/03/2014,NA,2
5091,F,47,7/03/2014,NA,64
5092,F,39,8/03/2014,NA,4
5093,M,27,11/03/2014,NA,1
5094,F,31,8/03/2014,NA,1
5095,F,43,8/03/2014,NA,2
5096,M,47,8/03/2014,NA,6
5097,F,40,8/03/2014,NA,8
5098,F,64,8/03/2014,NA,1
5099,F,42,11/02/2015,NA,9
5100,M,34,8/03/2014,NA,1
5101,F,29,21/02/2016,NA,3
5102,F,29,8/03/2014,NA,3
5103,M,29,8/03/2014,NA,1
5104,F,27,8/03/2014,NA,4
5105,F,20,8/03/2014,NA,11
5106,M,55,8/03/2014,NA,12
5107,F,33,9/03/2014,NA,1
5108,M,41,9/03/2014,NA,1
5109,M,31,9/03/2014,NA,3
5110,F,48,5/05/2015,NA,27
5111,F,55,9/03/2014,NA,1
5112,F,45,9/03/2014,NA,7
5113,M,34,9/03/2014,NA,1
5114,M,58,9/03/2014,NA,1
5115,F,39,10/03/2014,NA,1
5116,F,43,27/03/2014,NA,1
5117,F,30,5/06/2015,NA,1
5118,F,18,10/03/2014,NA,3
5119,F,35,10/03/2014,NA,2
5120,M,32,10/03/2014,NA,20
5121,F,39,10/03/2014,NA,10
5122,F,36,10/03/2014,NA,1
5123,F,24,10/03/2014,NA,1
5124,F,29,22/03/2016,NA,1
5125,F,29,5/09/2014,NA,2
5126,F,30,11/03/2014,NA,2
5127,F,24,11/03/2014,NA,3
5128,F,24,11/03/2014,NA,1
5129,M,51,11/03/2014,NA,10
5130,M,39,11/03/2014,NA,5
5131,F,27,11/03/2014,NA,22
5132,F,36,12/03/2014,NA,1
5133,F,26,11/03/2014,NA,4
5134,F,25,11/03/2014,NA,1
5135,M,40,11/03/2014,NA,34
5136,F,28,12/03/2014,NA,3
5137,F,30,12/03/2014,NA,4
5138,F,31,12/03/2014,NA,2
5139,F,34,13/03/2014,NA,3
5140,F,48,12/03/2014,NA,2
5141,F,44,1/07/2014,NA,11
5142,F,26,12/03/2014,NA,3
5143,F,29,15/03/2014,NA,7
5144,F,33,12/03/2014,NA,4
5145,F,63,12/03/2014,NA,118
5146,F,32,12/03/2014,NA,1
5147,F,41,12/03/2014,NA,92
5148,F,26,12/03/2014,NA,2
5149,F,60,13/03/2014,NA,2
5150,F,31,5/08/2014,NA,3
5151,F,30,12/03/2014,NA,12
5152,F,26,12/03/2014,NA,1
5153,M,29,12/03/2014,NA,5
5154,F,41,13/03/2014,NA,13
5155,M,40,13/03/2014,NA,7
5156,F,25,13/03/2014,NA,1
5157,F,29,13/03/2014,NA,11
5158,M,34,13/03/2014,NA,49
5159,M,74,19/06/2014,NA,6
5160,F,30,13/03/2014,NA,1
5161,F,33,12/07/2015,NA,1
5162,F,49,17/01/2015,NA,13
5163,M,39,13/03/2014,NA,1
5164,F,22,13/03/2014,NA,5
5165,M,62,13/03/2014,NA,6
5166,F,22,19/08/2014,NA,2
5167,M,29,13/03/2014,NA,1
5168,F,22,13/03/2014,NA,2
5169,M,46,14/03/2014,NA,2
5170,F,39,14/03/2014,24.99,1
5171,M,33,30/03/2014,NA,20
5172,M,43,14/03/2014,NA,2
5173,M,56,5/10/2015,NA,6
5174,F,36,14/03/2014,NA,6
5175,F,40,14/03/2014,NA,3
5176,F,23,14/03/2014,NA,8
5177,M,32,14/03/2014,NA,2
5178,M,25,14/03/2014,NA,8
5179,F,22,15/03/2014,NA,1
5180,M,39,1/05/2014,NA,7
5181,F,43,10/05/2014,NA,6
5182,F,34,15/03/2014,NA,1
5183,F,33,15/03/2014,NA,1
5184,F,18,15/03/2014,NA,1
5185,F,19,15/03/2014,NA,1
5186,M,48,15/03/2014,NA,8
5187,F,26,15/03/2014,NA,1
5188,M,44,5/09/2015,25.42,1
5189,F,34,15/03/2014,NA,1
5190,M,40,16/03/2014,NA,11
5191,M,39,16/03/2014,NA,1
5192,F,27,16/03/2014,NA,4
5193,F,36,16/03/2014,NA,2
5194,F,25,16/03/2014,NA,1
5195,F,30,16/03/2014,NA,1
5196,F,42,31/07/2014,NA,1
5197,M,37,16/03/2014,NA,2
5198,F,30,16/03/2014,NA,5
5199,M,43,16/03/2014,NA,6
5200,F,48,16/03/2014,NA,1
5201,M,54,17/03/2014,NA,3
5202,F,32,17/03/2014,NA,1
5203,F,20,17/03/2014,NA,4
5204,F,32,29/03/2014,NA,4
5205,F,62,17/03/2014,NA,6
5206,F,22,17/03/2014,NA,1
5207,F,31,17/03/2014,NA,1
5208,F,31,17/03/2014,NA,1
5209,F,27,18/03/2014,NA,1
5210,M,30,18/03/2014,NA,5
5211,F,38,18/03/2014,NA,3
5212,M,65,2/04/2014,NA,70
5213,F,22,23/03/2014,NA,4
5214,F,35,12/10/2015,NA,2
5215,M,30,31/03/2014,NA,43
5216,F,33,7/03/2015,NA,2
5217,M,24,18/03/2014,NA,19
5218,F,27,18/03/2014,NA,3
5219,F,16,18/03/2014,NA,5
5220,F,48,18/03/2014,NA,10
5221,M,62,18/03/2014,NA,6
5222,F,32,18/03/2014,NA,2
5223,F,31,18/03/2014,NA,5
5224,F,44,8/11/2014,NA,1
5225,F,26,18/03/2014,NA,2
5226,F,37,19/03/2014,NA,1
5227,M,25,19/03/2014,NA,2
5228,M,23,19/03/2014,NA,3
5229,F,41,19/03/2014,NA,5
5230,M,61,19/03/2014,NA,129
5231,F,36,19/03/2014,NA,2
5232,M,41,19/03/2014,NA,1
5233,F,35,19/03/2014,NA,17
5234,M,21,19/03/2014,NA,53
5235,M,40,28/09/2014,NA,1
5236,M,27,19/03/2014,NA,1
5237,F,59,19/03/2014,NA,10
5238,F,28,20/03/2014,NA,6
5239,F,31,31/07/2014,NA,1
5240,F,54,20/03/2014,NA,5
5241,F,42,20/03/2014,NA,7
5242,M,43,20/03/2014,NA,1
5243,F,33,20/03/2014,NA,1
5244,M,50,20/03/2014,NA,2
5245,F,22,20/03/2014,NA,2
5246,F,33,25/06/2015,NA,3
5247,F,38,9/09/2014,NA,72
5248,F,37,20/03/2014,NA,7
5249,M,26,20/03/2014,NA,1
5250,F,25,20/03/2014,NA,6
5251,M,28,21/03/2014,NA,1
5252,M,17,21/03/2014,NA,1
5253,F,37,21/03/2014,NA,4
5254,F,36,15/06/2014,NA,1
5255,F,57,9/02/2015,NA,32
5256,F,23,21/03/2014,NA,1
5257,M,34,21/03/2014,NA,1
5258,F,64,21/03/2014,NA,87
5259,M,43,21/03/2014,NA,5
5260,F,54,21/03/2014,NA,7
5261,M,50,21/01/2016,NA,5
5262,M,27,21/03/2014,NA,5
5263,F,35,21/03/2014,NA,3
5264,F,32,21/03/2014,25.5,1
5265,M,33,22/03/2014,NA,11
5266,M,43,12/10/2015,NA,5
5267,F,26,6/02/2015,NA,2
5268,M,33,22/03/2014,NA,3
5269,M,60,22/03/2014,NA,7
5270,M,21,22/03/2014,NA,5
5271,F,29,22/03/2014,NA,6
5272,F,32,22/03/2014,NA,8
5273,F,35,22/03/2014,NA,3
5274,F,38,7/05/2015,NA,1
5275,F,35,23/03/2014,NA,3
5276,F,27,23/03/2014,NA,1
5277,F,35,15/07/2014,NA,1
5278,M,39,23/03/2014,NA,8
5279,F,36,23/03/2014,NA,1
5280,F,52,23/03/2014,NA,2
5281,F,43,5/10/2015,28.34,2
5282,M,26,23/03/2014,NA,2
5283,F,38,30/03/2015,NA,1
5284,F,29,23/03/2014,NA,3
5285,F,40,23/03/2014,NA,1
5286,M,55,23/03/2014,NA,16
5287,M,36,23/03/2014,NA,1
5288,F,29,23/03/2014,NA,9
5289,M,46,23/03/2014,NA,5
5290,F,31,23/03/2014,NA,3
5291,M,40,30/03/2014,NA,76
5292,F,36,24/03/2014,NA,6
5293,F,21,24/03/2014,NA,6
5294,F,26,18/02/2015,NA,3
5295,M,31,24/03/2014,NA,4
5296,F,54,6/08/2015,NA,6
5297,F,55,24/03/2014,NA,27
5298,M,30,24/03/2014,NA,6
5299,F,40,24/03/2014,NA,1
5300,M,33,24/03/2014,NA,1
5301,F,56,24/03/2014,NA,11
5302,M,18,24/03/2014,NA,17
5303,M,24,7/07/2015,NA,7
5304,M,17,24/03/2014,NA,3
5305,F,48,24/03/2014,NA,3
5306,F,25,25/03/2014,NA,2
5307,F,57,25/03/2014,NA,6
5308,M,28,25/03/2014,NA,2
5309,F,71,1/07/2014,NA,27
5310,F,34,25/06/2014,NA,6
5311,M,30,25/03/2014,NA,1
5312,F,27,25/03/2014,NA,2
5313,M,33,26/04/2014,NA,2
5314,M,20,25/03/2014,NA,3
5315,F,33,25/03/2014,NA,6
5316,M,17,25/03/2014,NA,1
5317,F,34,25/03/2014,NA,1
5318,M,30,25/03/2014,NA,9
5319,M,66,25/03/2014,NA,47
5320,F,33,12/10/2015,NA,1
5321,M,21,28/05/2015,22.5,1
5322,M,24,28/05/2015,21.6,2
5323,F,36,25/03/2014,NA,4
5324,F,36,26/03/2014,NA,1
5325,F,38,26/03/2014,NA,5
5326,M,35,26/03/2014,NA,4
5327,F,28,26/03/2014,NA,2
5328,M,31,26/03/2014,NA,6
5329,M,39,26/03/2014,NA,1
5330,F,62,18/01/2016,NA,7
5331,M,25,26/03/2014,NA,2
5332,F,35,26/03/2014,NA,1
5333,M,40,26/03/2014,NA,1
5334,F,30,26/03/2014,NA,2
5335,F,31,26/03/2014,NA,3
5336,F,31,26/03/2014,NA,3
5337,F,21,26/03/2014,NA,1
5338,F,47,26/03/2014,NA,3
5339,F,21,27/03/2014,NA,1
5340,M,49,27/03/2014,NA,1
5341,M,52,8/04/2014,NA,1
5342,F,33,27/03/2014,NA,1
5343,F,34,10/01/2015,NA,2
5344,F,23,27/03/2014,NA,1
5345,F,30,27/03/2014,NA,1
5346,F,39,1/09/2014,NA,55
5347,F,37,27/03/2014,NA,7
5348,F,30,27/03/2014,NA,1
5349,F,43,6/06/2015,NA,8
5350,M,24,27/03/2014,NA,2
5351,M,34,27/03/2014,NA,2
5352,F,29,27/03/2014,NA,1
5353,F,32,27/03/2014,NA,1
5354,F,53,28/03/2014,NA,1
5355,F,37,28/03/2014,NA,1
5356,F,34,25/05/2014,NA,3
5357,F,23,30/03/2014,NA,3
5358,M,42,28/03/2014,NA,9
5359,M,58,28/03/2014,NA,129
5360,M,33,28/03/2014,NA,1
5361,M,48,28/03/2014,NA,1
5362,M,47,28/03/2014,NA,12
5363,F,39,12/09/2015,NA,2
5364,F,31,28/03/2014,NA,26
5365,F,47,28/03/2014,NA,3
5366,F,22,28/03/2014,NA,1
5367,M,66,28/03/2014,NA,3
5368,M,55,28/03/2014,NA,5
5369,M,32,28/03/2014,NA,1
5370,F,16,28/03/2014,NA,1
5371,F,29,29/03/2014,NA,2
5372,F,40,29/03/2014,NA,6
5373,M,36,29/03/2014,NA,3
5374,F,35,29/03/2014,NA,2
5375,F,26,29/03/2014,NA,1
5376,F,34,29/03/2014,NA,3
5377,M,31,30/03/2014,NA,2
5378,M,37,30/03/2014,NA,4
5379,F,43,8/07/2014,NA,1
5380,M,64,30/03/2014,NA,4
5381,M,73,30/03/2014,NA,4
5382,F,46,30/03/2014,NA,1
5383,M,38,30/03/2014,NA,1
5384,F,34,11/07/2014,NA,3
5385,F,37,31/03/2014,NA,12
5386,M,41,31/03/2014,NA,10
5387,F,44,31/03/2014,NA,21
5388,F,42,9/04/2014,NA,13
5389,F,33,31/03/2014,NA,3
5390,F,78,31/03/2014,NA,54
5391,F,29,31/03/2014,NA,3
5392,F,50,1/04/2014,NA,2
5393,M,17,1/04/2014,NA,1
5394,F,17,1/04/2014,NA,1
5395,F,29,1/04/2014,NA,1
5396,M,23,1/04/2014,NA,2
5397,F,40,4/01/2015,NA,18
5398,F,71,17/04/2014,NA,1
5399,F,35,2/04/2014,NA,1
5400,M,43,2/04/2014,NA,1
5401,M,39,8/08/2015,NA,18
5402,F,25,10/06/2014,NA,1
5403,F,44,2/08/2014,NA,2
5404,F,24,2/04/2014,NA,2
5405,F,22,2/04/2014,NA,1
5406,F,65,2/04/2014,NA,9
5407,F,25,2/04/2014,NA,2
5408,F,38,2/04/2014,NA,8
5409,M,22,3/04/2014,NA,5
5410,M,46,3/04/2014,NA,1
5411,F,27,3/04/2014,NA,8
5412,M,35,6/04/2014,NA,102
5413,F,25,3/04/2014,NA,5
5414,F,54,4/01/2015,NA,5
5415,M,37,14/11/2014,NA,73
5416,M,21,3/04/2014,NA,24
5417,F,20,3/04/2014,NA,68
5418,F,29,4/04/2014,NA,4
5419,M,44,19/06/2014,NA,9
5420,F,22,25/04/2014,NA,1
5421,F,39,6/06/2015,NA,1
5422,F,22,8/11/2014,NA,1
5423,M,47,4/04/2014,NA,19
5424,F,29,4/04/2014,NA,36
5425,M,32,5/04/2014,NA,3
5426,M,31,5/04/2014,NA,3
5427,F,24,5/04/2014,NA,2
5428,F,33,10/01/2016,21.11,3
5429,F,42,5/04/2014,NA,1
5430,M,35,8/09/2015,NA,1
5431,M,34,5/04/2014,NA,1
5432,F,33,5/04/2014,NA,1
5433,M,32,5/04/2014,NA,1
5434,M,46,5/04/2014,NA,7
5435,F,38,5/04/2014,NA,2
5436,F,35,5/04/2014,NA,11
5437,M,39,6/04/2014,NA,7
5438,F,36,6/04/2014,NA,7
5439,M,49,6/04/2014,NA,13
5440,F,30,6/04/2014,NA,1
5441,M,42,6/04/2014,NA,12
5442,F,39,6/04/2014,NA,1
5443,F,37,6/04/2014,NA,4
5444,M,43,6/04/2014,NA,2
5445,M,36,6/04/2014,NA,1
5446,F,41,6/04/2014,NA,12
5447,F,26,6/04/2014,NA,1
5448,F,54,21/03/2016,NA,1
5449,F,35,7/04/2014,NA,11
5450,M,40,11/10/2014,NA,4
5451,F,33,7/04/2014,NA,5
5452,M,27,7/04/2014,NA,1
5453,F,35,7/04/2014,NA,1
5454,F,28,7/04/2014,NA,1
5455,M,44,3/10/2015,NA,12
5456,F,21,7/04/2014,NA,17
5457,M,34,7/04/2014,NA,5
5458,F,42,8/04/2014,NA,1
5459,M,31,7/04/2014,NA,4
5460,M,47,14/10/2015,29.32,2
5461,F,62,7/04/2014,NA,1
5462,M,41,14/12/2014,NA,1
5463,F,52,7/04/2014,NA,13
5464,M,61,7/04/2014,NA,1
5465,F,34,7/04/2014,NA,13
5466,M,34,7/04/2014,NA,25
5467,M,42,7/04/2014,NA,1
5468,F,27,7/04/2014,NA,48
5469,M,21,8/04/2014,NA,10
5470,F,23,8/04/2014,NA,4
5471,F,45,8/04/2014,NA,1
5472,M,32,8/04/2014,NA,4
5473,F,46,8/04/2014,NA,1
5474,M,29,8/04/2014,NA,1
5475,F,56,15/09/2015,NA,6
5476,F,29,8/04/2014,NA,1
5477,M,26,8/04/2014,NA,42
5478,F,17,10/04/2014,NA,1
5479,F,24,8/04/2014,NA,1
5480,M,41,8/04/2014,NA,1
5481,F,50,8/04/2014,NA,2
5482,M,28,8/04/2014,NA,3
5483,F,46,8/04/2014,NA,43
5484,M,44,8/04/2014,NA,19
5485,F,40,14/04/2014,NA,1
5486,F,20,8/04/2014,NA,9
5487,M,36,8/04/2014,NA,3
5488,F,34,8/04/2014,NA,1
5489,F,44,9/04/2014,NA,2
5490,F,60,9/04/2014,NA,11
5491,F,19,9/04/2014,NA,2
5492,M,34,18/04/2015,NA,1
5493,F,25,9/04/2014,NA,2
5494,F,23,9/04/2014,NA,1
5495,F,46,9/04/2014,NA,26
5496,F,16,9/04/2014,NA,2
5497,F,31,9/04/2014,NA,2
5498,F,38,9/04/2014,NA,1
5499,F,29,9/04/2014,NA,2
5500,F,22,9/04/2014,NA,8
5501,F,39,9/04/2014,NA,1
5502,F,31,10/04/2014,NA,5
5503,F,33,10/04/2014,NA,1
5504,M,42,30/12/2015,NA,1
5505,F,21,10/04/2014,NA,2
5506,F,46,10/04/2014,NA,4
5507,M,25,10/04/2014,NA,12
5508,F,29,10/04/2014,NA,4
5509,F,63,10/04/2014,NA,16
5510,M,25,10/04/2014,NA,19
5511,M,33,10/04/2014,NA,1
5512,M,48,10/04/2014,NA,19
5513,F,20,10/04/2014,NA,1
5514,M,32,10/04/2014,NA,2
5515,M,29,11/04/2014,NA,13
5516,M,62,11/04/2014,NA,105
5517,M,50,11/04/2014,NA,31
5518,F,49,11/04/2014,NA,1
5519,F,23,11/04/2014,NA,2
5520,F,29,11/04/2014,NA,3
5521,M,34,11/04/2014,NA,20
5522,M,59,11/06/2014,NA,9
5523,M,17,11/04/2014,NA,2
5524,F,64,11/04/2014,NA,1
5525,M,59,18/01/2016,28.56,1
5526,F,33,11/04/2014,NA,4
5527,F,35,12/04/2014,NA,2
5528,M,22,12/04/2014,NA,3
5529,M,34,12/04/2014,NA,12
5530,M,26,12/04/2014,NA,1
5531,F,33,12/04/2014,NA,2
5532,M,35,12/04/2014,NA,2
5533,F,33,12/04/2014,NA,18
5534,F,23,12/04/2014,NA,6
5535,F,37,12/04/2014,NA,1
5536,F,35,13/04/2014,NA,4
5537,F,33,1/07/2014,NA,1
5538,F,27,13/04/2014,NA,1
5539,M,51,13/04/2014,NA,1
5540,F,59,13/04/2014,NA,5
5541,F,38,13/04/2014,NA,1
5542,F,16,13/04/2014,NA,3
5543,F,18,13/04/2014,NA,2
5544,F,59,14/04/2014,NA,12
5545,M,21,13/04/2014,NA,3
5546,F,20,13/04/2014,NA,3
5547,M,34,13/04/2014,NA,26
5548,F,35,12/02/2016,NA,1
5549,M,20,14/04/2014,NA,1
5550,F,24,14/04/2014,NA,1
5551,M,22,8/04/2015,24.05,8
5552,M,19,14/04/2014,NA,1
5553,M,20,14/04/2014,NA,1
5554,F,20,14/04/2014,NA,7
5555,F,24,14/04/2014,NA,8
5556,F,22,14/04/2014,NA,1
5557,F,42,19/05/2015,NA,4
5558,M,67,14/04/2014,NA,2
5559,M,54,14/04/2014,NA,29
5560,F,25,14/04/2014,NA,2
5561,F,41,15/04/2014,NA,1
5562,M,30,15/04/2014,NA,1
5563,M,37,5/08/2015,NA,1
5564,M,33,15/04/2014,NA,2
5565,M,71,20/07/2015,28.06,1
5566,M,40,15/04/2014,NA,1
5567,F,48,15/04/2014,NA,2
5568,M,26,15/04/2014,NA,24
5569,M,19,15/04/2014,NA,1
5570,F,32,15/04/2014,NA,1
5571,F,39,5/01/2015,NA,10
5572,F,35,26/07/2015,NA,1
5573,F,24,15/04/2014,NA,1
5574,F,48,31/01/2015,NA,5
5575,F,23,15/04/2014,NA,1
5576,F,24,15/04/2014,NA,28
5577,F,50,16/04/2014,NA,3
5578,F,23,16/04/2014,NA,8
5579,M,43,16/04/2014,NA,5
5580,F,33,2/09/2014,NA,1
5581,F,34,1/02/2015,NA,7
5582,F,19,16/04/2014,NA,3
5583,F,35,26/01/2015,NA,8
5584,M,22,1/11/2015,NA,1
5585,F,30,16/04/2014,NA,1
5586,F,26,16/04/2014,NA,2
5587,F,51,16/04/2014,NA,2
5588,F,41,8/08/2014,NA,2
5589,F,21,16/04/2014,NA,2
5590,F,41,16/04/2014,NA,1
5591,F,37,16/04/2014,NA,3
5592,M,33,16/04/2014,NA,1
5593,F,39,16/04/2014,NA,15
5594,F,21,16/04/2014,NA,3
5595,F,62,17/04/2014,NA,32
5596,F,60,17/04/2014,NA,1
5597,M,64,30/04/2014,NA,26
5598,F,63,17/04/2014,NA,33
5599,M,44,17/04/2014,NA,4
5600,F,39,17/04/2014,NA,78
5601,M,20,20/04/2014,NA,6
5602,F,24,18/04/2014,NA,1
5603,F,37,18/04/2014,NA,2
5604,M,25,18/04/2014,NA,1
5605,M,36,18/04/2014,NA,1
5606,F,30,19/04/2014,NA,3
5607,M,37,19/04/2014,NA,17
5608,F,34,19/04/2014,NA,7
5609,M,71,19/04/2014,NA,4
5610,M,19,19/04/2014,NA,1
5611,F,16,20/04/2014,NA,5
5612,M,51,20/04/2014,NA,16
5613,M,61,21/04/2014,NA,1
5614,F,32,21/04/2014,NA,7
5615,F,47,22/04/2014,NA,5
5616,M,39,22/04/2014,NA,66
5617,M,44,22/04/2014,NA,1
5618,F,28,15/05/2014,NA,2
5619,F,30,22/04/2014,NA,1
5620,F,48,22/04/2014,NA,35
5621,F,30,22/04/2014,NA,26
5622,M,23,1/06/2014,NA,16
5623,F,29,22/04/2014,NA,5
5624,M,44,22/04/2014,NA,1
5625,F,28,22/04/2014,NA,20
5626,M,57,7/10/2015,NA,1
5627,F,53,23/04/2014,NA,103
5628,F,30,23/04/2014,NA,2
5629,F,52,23/04/2014,NA,2
5630,M,34,23/04/2014,NA,10
5631,F,37,24/04/2014,NA,11
5632,M,43,24/04/2014,NA,1
5633,F,39,24/04/2014,NA,1
5634,M,47,24/04/2014,NA,1
5635,F,35,13/05/2014,NA,16
5636,M,32,24/04/2014,NA,7
5637,F,61,24/04/2014,NA,1
5638,F,59,27/01/2015,NA,1
5639,M,24,25/04/2014,NA,4
5640,F,66,24/08/2015,NA,6
5641,M,36,25/04/2014,NA,55
5642,M,48,25/04/2014,NA,16
5643,M,52,25/04/2014,NA,11
5644,F,32,18/02/2016,NA,1
5645,F,55,25/04/2014,NA,94
5646,F,35,25/04/2014,NA,1
5647,M,17,25/04/2014,NA,1
5648,M,33,26/04/2014,NA,4
5649,F,27,8/02/2015,NA,1
5650,M,28,26/04/2014,NA,3
5651,F,28,26/04/2014,NA,4
5652,F,41,26/04/2014,NA,1
5653,F,26,26/04/2014,NA,7
5654,F,35,26/04/2014,NA,5
5655,F,24,26/04/2014,NA,1
5656,M,28,26/04/2014,NA,1
5657,M,41,27/04/2014,NA,5
5658,F,17,27/04/2014,NA,1
5659,F,37,27/04/2014,NA,4
5660,M,28,27/04/2014,NA,1
5661,F,33,27/04/2014,NA,3
5662,M,27,27/04/2014,NA,1
5663,F,28,27/04/2014,NA,1
5664,F,33,27/04/2014,NA,1
5665,M,58,28/04/2014,NA,91
5666,F,21,28/04/2014,NA,4
5667,F,72,15/09/2014,NA,8
5668,F,29,28/04/2014,NA,24
5669,M,43,28/04/2014,NA,1
5670,F,25,28/04/2014,NA,2
5671,M,65,9/02/2015,NA,33
5672,F,33,28/04/2014,NA,6
5673,F,54,28/04/2014,NA,1
5674,F,34,20/08/2015,NA,2
5675,F,30,28/04/2014,NA,1
5676,M,56,28/04/2014,NA,122
5677,F,64,13/10/2015,NA,1
5678,M,29,29/04/2014,NA,1
5679,F,57,29/04/2014,NA,1
5680,M,29,29/04/2014,NA,1
5681,M,62,29/04/2014,NA,1
5682,F,53,29/04/2014,NA,1
5683,F,60,29/04/2014,NA,3
5684,F,25,29/04/2014,NA,1
5685,F,57,29/04/2014,NA,11
5686,F,33,29/04/2014,NA,3
5687,F,28,30/04/2014,NA,1
5688,F,41,30/04/2014,NA,7
5689,M,18,30/04/2014,NA,141
5690,F,25,30/04/2014,NA,11
5691,M,26,14/08/2015,NA,11
5692,M,16,30/04/2014,NA,13
5693,F,25,9/02/2016,NA,1
5694,F,47,30/04/2014,NA,2
5695,F,52,30/04/2014,NA,1
5696,F,39,20/08/2014,NA,15
5697,F,24,1/05/2014,NA,2
5698,F,53,1/05/2014,NA,1
5699,M,28,1/05/2014,NA,70
5700,F,27,7/10/2014,NA,1
5701,F,29,14/05/2014,NA,2
5702,F,40,1/05/2014,NA,14
5703,F,40,1/05/2014,NA,1
5704,F,29,1/05/2014,NA,7
5705,F,69,1/05/2014,NA,6
5706,F,31,1/05/2014,NA,6
5707,F,48,1/05/2014,NA,4
5708,M,34,1/05/2014,NA,14
5709,F,19,1/05/2014,NA,2
5710,M,34,1/05/2014,NA,1
5711,F,38,1/05/2014,NA,19
5712,M,34,3/05/2014,NA,12
5713,F,30,28/08/2014,NA,1
5714,F,22,17/01/2015,NA,7
5715,M,22,2/05/2014,NA,22
5716,F,46,18/09/2015,NA,9
5717,F,42,3/05/2014,NA,37
5718,F,48,2/05/2014,NA,2
5719,M,16,2/05/2014,NA,53
5720,F,67,2/05/2014,NA,3
5721,F,33,2/05/2014,NA,2
5722,F,26,2/05/2014,NA,2
5723,F,45,2/05/2014,NA,40
5724,M,42,14/06/2014,NA,1
5725,M,27,3/05/2014,NA,1
5726,M,26,3/05/2014,NA,1
5727,M,32,3/05/2014,NA,3
5728,F,61,3/05/2014,NA,2
5729,M,17,3/05/2014,NA,17
5730,F,61,3/05/2014,NA,9
5731,M,62,3/05/2014,NA,1
5732,F,44,3/05/2014,NA,1
5733,M,29,3/05/2014,NA,2
5734,M,20,4/05/2014,NA,2
5735,F,31,4/05/2014,NA,4
5736,F,30,4/05/2014,NA,1
5737,F,51,4/05/2014,NA,2
5738,M,21,27/08/2014,NA,1
5739,F,27,4/05/2014,NA,3
5740,M,39,5/05/2014,NA,3
5741,F,57,1/05/2015,23.19,8
5742,F,56,5/05/2014,NA,7
5743,F,44,5/05/2014,NA,1
5744,F,38,5/05/2014,NA,2
5745,M,27,5/05/2014,NA,1
5746,F,32,6/05/2014,NA,2
5747,M,24,6/05/2014,NA,1
5748,F,38,6/05/2014,NA,1
5749,M,38,6/05/2014,NA,1
5750,F,33,6/05/2014,NA,6
5751,F,37,6/05/2014,NA,8
5752,F,34,6/05/2014,NA,10
5753,F,42,6/05/2014,NA,2
5754,F,24,7/05/2014,NA,1
5755,F,58,7/05/2014,NA,1
5756,F,32,4/06/2015,NA,4
5757,F,36,7/05/2014,NA,1
5758,F,30,7/05/2014,NA,8
5759,F,78,7/05/2014,NA,9
5760,F,37,9/05/2014,NA,1
5761,F,30,7/05/2014,NA,2
5762,F,23,7/05/2014,NA,1
5763,M,31,7/05/2014,NA,4
5764,F,61,27/11/2014,NA,2
5765,M,56,7/05/2014,NA,35
5766,M,21,7/05/2014,NA,9
5767,F,62,18/09/2015,NA,1
5768,F,36,7/05/2014,NA,1
5769,M,66,7/05/2014,NA,6
5770,F,44,7/05/2014,NA,1
5771,F,59,7/05/2014,NA,28
5772,F,30,7/05/2014,NA,3
5773,M,31,8/05/2014,NA,2
5774,F,37,2/08/2014,NA,1
5775,M,56,8/05/2014,NA,10
5776,M,31,21/04/2015,NA,1
5777,F,41,9/05/2014,NA,1
5778,M,33,8/05/2014,NA,1
5779,F,22,8/05/2014,NA,1
5780,F,34,8/05/2014,NA,1
5781,M,37,8/05/2014,NA,1
5782,F,27,8/05/2014,NA,1
5783,M,62,8/05/2014,NA,39
5784,F,53,8/05/2014,NA,37
5785,F,25,8/05/2014,NA,5
5786,F,31,8/05/2014,NA,1
5787,F,61,9/05/2014,NA,6
5788,M,45,9/05/2014,NA,2
5789,F,21,9/05/2014,NA,1
5790,M,42,22/05/2014,NA,15
5791,F,46,9/05/2014,NA,126
5792,F,32,9/05/2014,NA,14
5793,F,39,9/05/2014,NA,1
5794,F,24,9/05/2014,NA,2
5795,M,37,9/05/2014,NA,2
5796,F,30,5/08/2014,NA,11
5797,M,58,9/05/2014,NA,13
5798,F,45,9/05/2014,NA,5
5799,M,46,27/05/2014,NA,4
5800,M,45,9/05/2014,NA,7
5801,F,22,13/05/2014,NA,1
5802,M,27,9/05/2014,NA,21
5803,M,40,9/05/2014,NA,6
5804,F,30,9/05/2014,NA,82
5805,M,19,9/05/2014,NA,1
5806,F,47,9/05/2014,NA,4
5807,F,25,10/05/2014,NA,1
